Customer_ID,sentiment_score,duration,zipcode,growthrate_households,wealth_index,population_agegroup,credit_score,median_household_income,median_disposable_income,median_net_worth,median_home_value,probability_appointment_sale,probability_opportunity_appointment,probability_lead_opportunity,probability_enquiry_lead
497,3.3172536111538435,15.707111520605054,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23379671139660496,0.4225282002322148,0.6943744418943231,0.9024884393126232
672,2.1445401698332573,34.65833165164966,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23296933877825066,0.4212417261338429,0.6929026881701996,0.9015641926280012
2020,3.9906072982599112,39.72824894560441,35300,-0.02,114,1,1,73724,57009,153200,280075,0.236440883,0.42662971382229387,0.6990413336020038,0.9053908977798459
2973,1.6465507751383672,1.9982238152073126,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23133196322283134,0.4186914396591771,0.6899738838723093,0.8997122042409764
7537,3.6470606189095833,12.158144251351338,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23562741931922504,0.4253695112180226,0.6976115189602259,0.9045062332288362
7787,1.1450195817661095,30.45942639,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23131130202747752,0.4186592220177502,0.6899367889749122,0.8996886391663853
8144,1.3665528207029114,66.94013647811558,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23175752614319767,0.41935482856522677,0.6907371701383536,0.9001964897905255
8700,1.5165456162653372,6.869904986548441,35300,-0.02,114,1,1,73724,57009,153200,280075,0.23329737420355934,0.421751962,0.6934868627493042,0.9019315605853209
8870,2.840264955831804,9.164941409449469,35300,-0.02,114,1,1,73724,57009,153200,280075,0.2344510023231986,0.42354450725265025,0.695534436,0.9032138883277331
9910,1.2772650454852674,8.093676304848959,35300,-0.02,114,1,1,73724,57009,153200,280075,0.2330950199079369,0.4214372415404388,0.693126607,0.901705087
9,1.727270611349355,21.033310870486645,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025306683,0.051478706834481636,0.1078272388979592,0.20072619819205206
1780,1.2189799290383805,11.324266081139774,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025381962467332597,0.051629750913296246,0.10813391535066375,0.20126562795965997
3673,2.990598218020873,18.235416353559586,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025658584229190096,0.052184669,0.10926012169119859,0.20324503974938068
4128,3.4043306615728626,17.678706148776957,49380,-0.23,66,4,2,64565,52576,167826,173422,0.0257584,0.052384864,0.10966623107076579,0.2039582232345558
4400,1.0902787862937706,13.949255323603742,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025266031652927512,0.051397137905791035,0.10766159967074984,0.20043477207849225
4465,4.2527285891378455,57.41786269871473,49380,-0.23,66,4,2,64565,52576,167826,173422,0.026100359,0.053070544468970526,0.1110564251912225,0.20639722083531886
4563,3.762804157996664,4.764848284707156,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025846099,0.052560738,0.11002292119073154,0.20458436121364754
5212,2.3248552584924855,1.4551808857020523,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025548533,0.05196392,0.10881220280058301,0.20245806956523493
6279,4.266981117890726,6.978023991335338,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025994565,0.052858439157854153,0.11062651336029206,0.20564336313367437
7163,3.188949711517134,20.13531200829373,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025778687431063818,0.05242555,0.10974875274984641,0.20410310424745692
7473,2.169333245,60.33732404322056,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025711747230453552,0.052291297,0.10947643710240906,0.20362495814020498
8013,3.9576716546634625,10.192175429284415,49380,-0.23,66,4,2,64565,52576,167826,173422,0.02611485,0.053099595,0.1111152991938632,0.20650043005334617
8052,2.629339682013043,8.284530036143686,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025824598621020378,0.052517621830641126,0.10993548413783938,0.20443089556682847
8071,2.6149320164197207,33.61836428396577,49380,-0.23,66,4,2,64565,52576,167826,173422,0.025674098,0.052215784452812275,0.10932324872739252,0.20335592001256064
10,2.7213861294888018,6.813042639,32820,0.28,84,1,4,60088,51539,105370,212292,0.027436071,0.055746408,0.11647049650110353,0.21586081792913425
897,4.659368599406619,34.207941530413656,32820,0.28,84,1,4,60088,51539,105370,212292,0.027909299,0.056693502900458714,0.11838249784294186,0.2191896123438224
3308,2.350991986939389,38.98737771880016,32820,0.28,84,1,4,60088,51539,105370,212292,0.027271132148962707,0.055416194,0.11580333521150787,0.21469765452640377
3383,3.651625009378263,97.69023232163971,32820,0.28,84,1,4,60088,51539,105370,212292,0.027573665144720594,0.056021834,0.11702675601076307,0.21682998259680974
4367,3.125323170692703,95.18377168854143,32820,0.28,84,1,4,60088,51539,105370,212292,0.027474739,0.055823815,0.11662684976784554,0.21613328989389025
4691,4.8688528272330736,1.9734054140392983,32820,0.28,84,1,4,60088,51539,105370,212292,0.027889377618648847,0.056653643,0.11830207371153023,0.21904973394644378
5969,3.629976919939768,29.569516122063423,32820,0.28,84,1,4,60088,51539,105370,212292,0.027629836789804907,0.056134261,0.11725376539672239,0.21722532947777395
6086,2.568118139214365,2.258375768450936,32820,0.28,84,1,4,60088,51539,105370,212292,0.027543784,0.055962024,0.1169059785284936,0.21661960334571273
7999,2.4658265853599186,42.264875583519704,32820,0.28,84,1,4,60088,51539,105370,212292,0.027407602546639542,0.055689418488296005,0.11635537389522488,0.2156601676459856
9212,4.834973187633749,62.248856150603764,32820,0.28,84,1,4,60088,51539,105370,212292,0.027989699009566382,0.056854363,0.11870702190317617,0.21975391882779582
11,1.6619990986546225,2.0983482765313477,19540,0.18,66,1,3,57125,47078,159143,171404,0.021901833,0.044634138,0.093870768,0.1759883006355274
189,4.75272469,7.228391696,19540,0.18,66,1,3,57125,47078,159143,171404,0.022485203444786994,0.045808653,0.096273939,0.1802743014004966
394,3.332423029119592,49.59952627613558,19540,0.18,66,1,3,57125,47078,159143,171404,0.022348852188701862,0.0455342,0.095712689,0.1792743065556408
739,1.1560256830512725,12.449642264843897,19540,0.18,66,1,3,57125,47078,159143,171404,0.021821973,0.044473296,0.093541405,0.1754000337587981
1885,4.772783398773803,23.25794371,19540,0.18,66,1,3,57125,47078,159143,171404,0.022521834781510153,0.045882379,0.096424675,0.18054277025880794
2389,2.145036141532733,45.337129893710355,19540,0.18,66,1,3,57125,47078,159143,171404,0.022036503727547174,0.044905341,0.09442598,0.17697948191167534
2784,1.0520408537034909,0.5332057380623152,19540,0.18,66,1,3,57125,47078,159143,171404,0.021967142189119215,0.044765664,0.094140054,0.17646911220894435
3812,2.6078076984608782,96.34122142410112,19540,0.18,66,1,3,57125,47078,159143,171404,0.022149996,0.045133863,0.094893672,0.17781396784438175
4761,4.701058566627857,37.63371472712898,19540,0.18,66,1,3,57125,47078,159143,171404,0.022563908054020088,0.045967054100365834,0.09659778,0.1808510266555784
6359,4.004593471290331,1.9424167318017103,19540,0.18,66,1,3,57125,47078,159143,171404,0.022591790587223604,0.046023167277232324,0.096712485,0.181055256
6409,3.023933316628254,81.42852361227493,19540,0.18,66,1,3,57125,47078,159143,171404,0.022406223836280992,0.045649685006184715,0.095948875,0.17969519957749103
8592,2.688021003382892,35.85867093850294,19540,0.18,66,1,3,57125,47078,159143,171404,0.022256321,0.045347927138567945,0.095331658,0.1785950717150595
9890,4.682140925,26.905350929592945,19540,0.18,66,1,3,57125,47078,159143,171404,0.022790639273636337,0.046423298,0.097530196,0.1825104411694689
12,3.826416515976871,5.641698486702575,22540,0.26,76,2,7,72039,56962,179242,221366,0.031961801,0.064783925,0.13462492473951537,0.2471873249804104
25,4.720660811,3.1587124290701634,22540,0.26,76,2,7,72039,56962,179242,221366,0.032388248,0.065633198,0.13632053584630932,0.25008119051888467
307,2.907933570470615,27.76008962065455,22540,0.26,76,2,7,72039,56962,179242,221366,0.031905796,0.064672362,0.13440205209444456,0.24680654597070395
696,2.2378503057847294,22.042347804494103,22540,0.26,76,2,7,72039,56962,179242,221366,0.031736983,0.064336039,0.13372998151334514,0.24565773796468127
2048,1.0813643275287106,73.66804094189504,22540,0.26,76,2,7,72039,56962,179242,221366,0.031286456664288975,0.063438159,0.13193438858927864,0.24258421555157106
2344,2.9572909899004856,8.899607752088219,22540,0.26,76,2,7,72039,56962,179242,221366,0.031792311,0.064446275,0.1339502950073852,0.24603442686930332
2394,3.146312760114481,45.92900605495453,22540,0.26,76,2,7,72039,56962,179242,221366,0.031844275362169716,0.064549803,0.13415717545474404,0.24638806407590264
4016,1.296987437322183,10.196934795201871,22540,0.26,76,2,7,72039,56962,179242,221366,0.031576302016714686,0.06401586,0.13308991111230728,0.24456283080297836
4551,1.4627008945924662,27.260943584947178,22540,0.26,76,2,7,72039,56962,179242,221366,0.031634844,0.064132519,0.13332315378729087,0.2449619069747907
4802,1.8000356844509904,2.2335597838764993,22540,0.26,76,2,7,72039,56962,179242,221366,0.031550527108479165,0.063964494,0.13298720297532662,0.2443870652615967
5691,3.9016484927718817,12.116128726843217,22540,0.26,76,2,7,72039,56962,179242,221366,0.032322175,0.065501639,0.136057989,0.2496334641695488
7297,2.964271798614314,41.70584992164785,22540,0.26,76,2,7,72039,56962,179242,221366,0.031929210131504404,0.064719005,0.13449523463893454,0.24696576030128792
7333,4.529586139065455,15.995878389480659,22540,0.26,76,2,7,72039,56962,179242,221366,0.032539011,0.065933349,0.13691937342449245,0.2511019075816697
8623,4.380429196021648,13.645372418855796,22540,0.26,76,2,7,72039,56962,179242,221366,0.032348540304123596,0.065554137,0.13616276197498123,0.24981215181508976
9607,4.115570580410287,18.249407466697377,22540,0.26,76,2,7,72039,56962,179242,221366,0.032303733,0.065464918,0.13598469850151718,0.24950845804797972
9984,2.497057871402937,20.938895951803495,22540,0.26,76,2,7,72039,56962,179242,221366,0.031877152,0.0646153,0.1342880456047857,0.2466117287901679
13,3.141391072246627,124.77861517750011,18880,1.55,100,1,8,72066,58748,173076,292088,0.19545553768436263,0.36136139232425923,0.6201759797992064,0.8505771029118177
1289,4.866363080893267,1.0929086506474455,18880,1.55,100,1,8,72066,58748,173076,292088,0.19928040190559926,0.36760575114366445,0.6281479184926105,0.8566733523832979
2184,4.084899261161615,10.926713874857933,18880,1.55,100,1,8,72066,58748,173076,292088,0.19823213755533842,0.36589752938287756,0.6259761138640856,0.8550248950275624
7378,3.8587497977398164,8.513356849,18880,1.55,100,1,8,72066,58748,173076,292088,0.19869017760768715,0.36664423034929516,0.626926292,0.8557472439848673
8445,1.9085054623674624,57.971185101656545,18880,1.55,100,1,8,72066,58748,173076,292088,0.19489463177408395,0.36044301728497175,0.6189958657476118,0.8496640662900506
9560,1.1664129334212854,19.598599175370946,18880,1.55,100,1,8,72066,58748,173076,292088,0.19497125466453158,0.36056851254230216,0.6191572433659595,0.8497890828560078
9714,2.2291745729691725,9.238320127786695,18880,1.55,100,1,8,72066,58748,173076,292088,0.19556684603285912,0.36154355741807487,0.620409829,0.8507577043585228
14,3.541293386833284,18.96421258832225,47580,1.42,72,2,2,67786,53920,120374,193574,0.033919964,0.068680346,0.14238960926180066,0.2603943251657037
1318,3.3087467048932355,39.17325903,47580,1.42,72,2,2,67786,53920,120374,193574,0.034085735864890054,0.069009821,0.14304445472682892,0.2615029101756712
1826,4.244418265221272,2.473698745727804,47580,1.42,72,2,2,67786,53920,120374,193574,0.034173876,0.069184976,0.14339247417961531,0.2620917386713416
2890,2.600621091461596,43.94885775397474,47580,1.42,72,2,2,67786,53920,120374,193574,0.033735672,0.068313993,0.14166115056281747,0.25916016180132684
3243,1.0977075317625329,0.6263488273137513,47580,1.42,72,2,2,67786,53920,120374,193574,0.033513238,0.067871718,0.14078128569837656,0.257668138
3510,2.151736376372876,15.868758259115774,47580,1.42,72,2,2,67786,53920,120374,193574,0.03362644,0.068096816,0.14122915713504303,0.25842779641897196
4151,3.1738794799254526,22.193690759860495,47580,1.42,72,2,2,67786,53920,120374,193574,0.034129661773243725,0.069097114,0.14321790920353983,0.2617964137860038
4249,1.797523276042508,91.90517073835095,47580,1.42,72,2,2,67786,53920,120374,193574,0.033547653013578316,0.067940154,0.1409174646424184,0.2578991585853594
4374,4.494535290538801,38.41994847276005,47580,1.42,72,2,2,67786,53920,120374,193574,0.034320429,0.069476173,0.14397089261741802,0.2630698788149175
4756,2.0779602005334534,16.218203757943577,47580,1.42,72,2,2,67786,53920,120374,193574,0.033834248,0.068509962,0.14205085643920257,0.2598205317304494
5812,4.030039291274024,24.537716756888667,47580,1.42,72,2,2,67786,53920,120374,193574,0.034228769,0.069294053,0.14360916432944015,0.26245824925125016
6094,2.3292396429598385,19.022623783791676,47580,1.42,72,2,2,67786,53920,120374,193574,0.03375112,0.068344704,0.1417222294190914,0.2592636811099309
6973,2.5486215762159325,105.14882301952782,47580,1.42,72,2,2,67786,53920,120374,193574,0.03403278,0.068904576,0.14283530463346938,0.2611489296018813
7217,2.9645638765386484,1.812219051272679,47580,1.42,72,2,2,67786,53920,120374,193574,0.033964412,0.068768694,0.14256523156253587,0.260691715
7933,3.1348826454083225,62.62114664836599,47580,1.42,72,2,2,67786,53920,120374,193574,0.034033885,0.068906773,0.14283967102873818,0.26115632045230663
8444,4.019726932288953,56.04719094631452,47580,1.42,72,2,2,67786,53920,120374,193574,0.034499437186886195,0.069831796,0.1446769982456636,0.26426308252394004
8890,3.731349064115596,14.147506415150609,47580,1.42,72,2,2,67786,53920,120374,193574,0.034232895,0.069302251,0.14362544782082665,0.26248578760333074
